License Serial Number,License Type Name,License Class Code,License Type Code,Agency Zone Office Number,Agency Zone Office Name,County Name (Licensee),Premises Name,Doing Business As (DBA),Actual Address of Premises (Address1),Additional Address Information (Address2),City,State,ZIP,License Certificate Number,License Received Date
1317602,SUMMER TAVERN WINE,348,TS,1,New York City,NEW YORK,F&B ASSOCIATES OF NEW YORK INC,,CENTRAL PARK ,SUMMER STAGE-RUMSEY PLAYFIELD,NEW YORK,NY,10023,,04/22/2019
1317609,"GROCERY BEER, WINE PROD",122,AX,1,New York City,KINGS,M&E CANDY STORE CORP,,148 MONTAGUE ST,,BROOKLYN,NY,11201,,04/22/2019
1317612,TAVERN WINE,344,TW,1,New York City,KINGS,BOOKERY INC,,462 36TH ST,STORE #2,BROOKLYN,NY,11232,,04/22/2019
2214005,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,BEAR MOUNTAIN PIZZA & CAFE CORP,,840 RTE 9W,,FORT MONTGOMERY,NY,10922,,02/04/2019
2214050,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ULSTER,DOUBLE A GROCERIES INC,,3 MAIN ST ,,HIGHLAND,NY,12528,,03/13/2019
2214091,FARM WINERY,302,FW,2,Albany,SARATOGA,LONG ROAD WINEGROWERS LLC ,GALWAY ROCK VINEYARD AND WINERY ,998 NY 50,,BALLSTON LAKE,NY,12010,,02/21/2019
2214289,"GROCERY BEER, WINE PROD",122,AX,2,Albany,DUTCHESS,PK BRICKS DELI INC,,81 FALLKILL AVE ,,POUGHKEEPSIE,NY,12601,,01/17/2019
2214359,LIQUOR STORE,222,L,2,Albany,ALBANY,SALLETTA LLC,TOP SHELF WINE & SPIRITS,1475 WESTERN AVE ,STORE 33,ALBANY               ,NY,12203,,01/17/2019
2214513,CATERING ESTABLISHMENT,246,CT,2,Albany,ONEIDA,MASON JAR 22 LLC,PREMIER WEDDING VENUES,5311 E SENECA ST,,VERNON,NY,13476,895802,02/26/2019
2214569,MICRO BREWER,101,MI,2,Albany,SARATOGA,SHMALTZ BREWING COMPANY LLC ,,6 FAIRCHILD SQ,,CLIFTON PARK,NY,12065,,03/18/2019
2214622,"GROCERY BEER, WINE PROD",122,AX,2,Albany,BROOME,AARAV PETROLEUM CORP,WINDSOR COUNTRY MART,225 MAIN ST,,WINDSOR,NY,13865,915531,02/27/2019
2214667,RESTAURANT WINE,341,RW,2,Albany,DUTCHESS,MILLBROOK CATERING LLC,JULIENS PIZZA,5 WASHINGTON AVE,CHURCH & FRONT STREETS,MILLBROOK,NY,12545,,04/09/2019
2214681,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,"FRONTERA OF NY, INC",FRONTERA TACOS & TEQUILA,340 ROUTE 211 EAST,T/WALLKILL SPACE 2,MIDDLETOWN,NY,10940,,04/08/2019
2214727,FARM WINERY,302,FW,2,Albany,MADISON,RICHARD G SCHULER,RICHIES APIARY,1056 MOORE RD,,KIRKVILLE,NY,13082,,02/25/2019
2214753,RESTAURANT WINE,341,RW,2,Albany,DELAWARE,TRATTORIA LOCALE LLC,,520 MAIN ST,,MARGARETVILLE,NY,12455,,04/12/2019
2214946,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,ANGELA M MURACO,THE FOUL BALL BAR + GRILL,2710 JAMES ST,,SYRACUSE             ,NY,13206,904077,01/29/2019
2214958,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,JACK MARTIN INC,,1801 1807 BUTTERNUT ST,,SYRACUSE             ,NY,13208,,03/13/2019
2215131,"GROCERY BEER, WINE PROD",122,AX,2,Albany,FULTON,JZ&S INC,SAM'S BEER SMOKES & DELI,142 W FULTON ST,,GLOVERSVILLE,NY,12078,,02/13/2019
2215140,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,JORGE'S KITCHEN LLC,,34 SMITH CLOVE RD,,CENTRAL VALLEY,NY,10917,,04/08/2019
2215288,ON-PREMISES LIQUOR,252,OP,2,Albany,CAYUGA,DUGANS COUNTRY GRILL CORPORATION,DUGAN'S COUNTRY GRILL,3228 STATE RTE 34B,,AURORA,NY,13026,904030,01/16/2019
2215289,ON-PREMISES LIQUOR,252,OP,2,Albany,ALBANY,MAGGIE MCFLY'S ALBANY LLC,MAGGIE MCFLY'S,1 CROSSGATES MALL RD,SPACE K-109,GUILDERLAND,NY,12203,,01/16/2019
2215290,ON-PREMISES LIQUOR,252,OP,2,Albany,WARREN,4RICHARDS LLC,FARMACY,18 22 RIDGE ST,,GLENS FALLS,NY,12801,,01/16/2019
2215291,MICRO WINERY,307,MW,2,Albany,COLUMBIA,SABBA ESTATE LLC,SABBA VINEYARD,383 PITTS RD,,OLD CHATHAM,NY,12136,910923,01/16/2019
2215292,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,DAVIS ESTATES LLC,DAVIS ESTATES,4060 SILVERADO TRAIL,,CALISTOGA,CA,94515,910740,01/16/2019
2215293,WHOLESALE BEER(CO),105,CO,2,Albany,ROCKLAND,QUICK SNACK DISTRIBUTORS INC,,152 BROADWAY,,HAVERSTRAW,NY,10927,,01/16/2019
2215294,"GROCERY BEER, WINE PROD",122,AX,2,Albany,PUTNAM,JASYUVI MART INC,,1565 RTE 22,,BREWSTER,NY,10509,,01/16/2019
2215308,WHOLESALE BEER(C),103,C,2,Albany,COLUMBIA,STATELINE BEER & BEVERAGE INC,BEER UNIVERSE,501 STATE RTE 20,STE 101,NEW LEBANON,NY,12125,,01/17/2019
2215312,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,PAHLMEYER LLC,PAHLMEYER,1111 DUNAWEAL LN,,CALISTOGA,CA,94515,910819,01/18/2019
2215319,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,SKAHIDES CORP,ROOTERS,4141 S SALINA ST,,SYRACUSE             ,NY,13205,,01/18/2019
2215321,"DISTILLER ""B-1""",205,DB,2,Albany,ORANGE,SPIRITS LAB DISTILLING COMPANY LLC,,105 ANN ST,,NEWBURGH,NY,12550,,01/18/2019
2215322,"FARM DISTILLER ""D""",207,DD,2,Albany,ORANGE,SPIRITS LAB DISTILLING COMPANY LLC,,105 ANN ST,,NEWBURGH,NY,12550,,01/18/2019
2215323,COMBINED CRAFT MANUFACTURER,110,CM,2,Albany,ORANGE,SPIRITS LAB DISTILLING COMPANY LLC,,105 ANN ST,,NEWBURGH,NY,12550,,01/18/2019
2215324,WINTER (O.P.) FOOD & BEV,515,ZL,2,Albany,DELAWARE,MAC'S BREW TAVERN LLC,,304 SUTHERLAND RD,,E MEREDITH,NY,13757,898408,01/18/2019
2215325,CLUB LIQUOR,243,CL,2,Albany,FRANKLIN,RED TAVERN SPORTSMEN'S CLUB INC,,1857 COUNTY RTE 14  ,,SANTA CLARA,NY,12980,,01/18/2019
2215335,RESTAURANT WINE,341,RW,2,Albany,ONEIDA,ISLAND BREEZE BAR AND GRILL CORPORATION,ISLAND BREEZE BAR AND GRILL,517 MANDEVILLE ST,,UTICA                ,NY,13502,,01/23/2019
2215337,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,TAYSON PIERCE ESTATE WINES LLC,TAYSON PIERCE,5055 SOLANO AVE ,,NAPA,CA,94558,910771,01/23/2019
2215338,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,KENWARD FAMILY VINEYARDS LLC,TOR KENWARD FAMILY WINES,3524 SILVERADO TRAIL N,,NAPA,CA,94574,910712,01/23/2019
2215339,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,SCHEINFELD WINE COMPANY LLC,SCHEINFELD WINE COMPANY,1160 HOPPER AVE ,,SANTA ROSA,CA,95403,910713,01/23/2019
2215342,ON-PREMISES LIQUOR,252,OP,2,Albany,RENSSELAER,QUANG'S VIETNAMESE BISTRO LLC,,88 3RD ST,,TROY,NY,12180,,01/23/2019
2215344,CLUB LIQUOR,243,CL,2,Albany,ALBANY,LOYAL TEMPLE NO 148,,4 TEN EYECK AVE,,ALBANY               ,NY,12209,,01/23/2019
2215346,"GROCERY BEER, WINE PROD",122,AX,2,Albany,SULLIVAN,BLUESKY FOOD MART INC,,1490 STATE RTE 17B,,WHITE LAKE,NY,12786,,01/23/2019
2215353,"GROCERY BEER, WINE PROD",122,AX,2,Albany,MADISON,FAMCO 5 LLC,,5261 N MAIN ST,,MUNNSVILLE,NY,13409,,01/25/2019
2215355,ON-PREMISES LIQUOR,252,OP,2,Albany,ST LAWRENCE,"STABLES AT WINDY POINT LLC, THE",,215 SISSONVILLE RD,,POTSDAM,NY,13676,895859,01/25/2019
2215356,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,TEXAS FULFILLMENT SERVICES LLC,WINECUB,235 MIRACLE MILE,UNIT A & B,STONEWALL,TX,78671,910716,01/25/2019
2215357,WHOLESALE BEER(CO),105,CO,2,Albany,SARATOGA,BLOODVILLE BREWERY LLC,,100 SARATOGA VILLAGE BLVD,SPACE 36C,MALTA,NY,12020,910941,01/25/2019
2215358,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,TUSK ESTATES LLC,,588 ZINFANDEL LN,,ST HELENA,CA,94574,910736,01/25/2019
2215360,WHOLESALE LIQUOR,203,LL,2,Albany,ONEIDA,TRI VALLEY BEVERAGE INC,,4925 STATE RTE 233,,WESTMORELAND,NY,13490,,01/28/2019
2215361,EATING PLACE BEER,141,EB,2,Albany,ORANGE,ZEA1 LLC,,583 RTE 94 N,,WARWICK,NY,10990,,01/28/2019
2215365,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ONONDAGA,FAYETTEVILLE XPRESS MART INC,,407 E GENESEE ST,,FAYETTEVILLE,NY,13066,,01/28/2019
2215367,"GROCERY BEER, WINE PROD",122,AX,2,Albany,BROOME,JOHNSON CITY EXPRESS MART INC,,719 MAIN ST,,JOHNSON CITY,NY,13790,,01/28/2019
2215369,"GROCERY BEER, WINE PROD",122,AX,2,Albany,BROOME,WHITNEY POINT EXPRESS MART INC,,2811 US RTE 11,,WHITNEY POINT,NY,13862,,01/28/2019
2215371,GROCERY STORE BEER,122,A,2,Albany,ALBANY,SOURCE CODE BEVERAGE LLC,,700 COMMERCE DR STE 500,,OAK BROOK,IL,60523,,01/28/2019
2215375,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,PROJECT LOGAN LLC,THE WALLS VINEYARD,1015 W PINE ST,,WALLA WALLA,WA,99362,910731,01/28/2019
2215376,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,PERUS WINE COMPANY LLC,PERUS WINE,7633 SILVERADO TR,,OAKVILLE,CA,94562,910809,01/28/2019
2215377,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ROCKLAND,LOS PRIMOS GROCERY STORE #2 CORP,,72 MAIN ST,,HAVERSTRAW,NY,10927,,01/28/2019
2215380,ON-PREMISES LIQUOR,252,OP,2,Albany,ROCKLAND,92 94 MAIN MM LLC,WOOLWORTH,92 94 MAIN ST,,NYACK,NY,10960,,01/28/2019
2215382,ON-PREMISES LIQUOR,252,OP,2,Albany,SULLIVAN,HIGH VOLTAGE CAFE LLC,,47 MAIN ST,,MOUNTAINDALE,NY,12763,,01/29/2019
2215384,ON-PREMISES LIQUOR,252,OP,2,Albany,ULSTER,CAFE ESPRESSO SEVENTEEN LLC,ORIOLE 9,17 TINKER ST,,WOODSTOCK,NY,12477,,03/25/2019
2215386,ON-PREMISES LIQUOR,252,OP,2,Albany,COLUMBIA,ROE JAN BREWING COMPANY LLC,,32 ANTHONY ST,,HILLSDALE,NY,12529,,01/29/2019
2215387,"GROCERY CHAIN, WINE PROD",128,AX,2,Albany,SCHENECTADY,CHESTNUT MARTS INC,CHESTNUT MARTS - SCHENECTADY,1372 UNION ST,,SCHENECTADY          ,NY,12308,914154,01/29/2019
2215389,RESTAURANT WINE,341,RW,2,Albany,ROCKLAND,A J 'S CATERING NY LLC,AJ'S KITCHEN,17 N MAIN ST,,PEARL RIVER,NY,10965,,01/29/2019
2215391,TAVERN WINE,344,TW,2,Albany,OTSEGO,WISE GUYS PIZZA LLC,,261 267 MAIN ST,"STE 1, 3 & 4",ONEONTA,NY,13820,,01/29/2019
2215394,HOTEL LIQUOR,242,HL,2,Albany,SARATOGA,VEEDER HOSPITALITY MANAGEMENT LLC & CP HOTEL LLC,HILTON GARDEN INN BY HILTON,30 CLIFTON COUNTRY RD,,CLIFTON PARK,NY,12065,,01/29/2019
2215413,TAVERN WINE,344,TW,2,Albany,ROCKLAND,RHINO COMEDY LLC,,96 LAFAYETTE AVE,SECOND FLOOR SPACE,SUFFERN,NY,10901,,01/30/2019
2215416,RESTAURANT WINE,341,RW,2,Albany,SULLIVAN,MEDI BELULI,GRAHAMSVILLE DELI,164 MAIN ST,,GRAHAMSVILLE,NY,12740,,01/31/2019
2215417,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,DISTEL  CELLARS LLC,LE CADEAU VINEYARD / AUBICHON CELLARS,32230 NE OLD PARRETT MTN RD,,NEWBERG,OR,97132,910766,01/31/2019
2215418,"GROCERY BEER, WINE PROD",122,AX,2,Albany,DUTCHESS,LAVAL 52 INC,,822 RTE 52,,FISHKILL,NY,12524,,01/31/2019
2215420,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,BIG TABLE FARM INC,BIG TABLE FARM,26851 NW WILLIAMS CANYON RD,,GASTON,OR,97119,910732,01/31/2019
2215421,"GROCERY BEER, WINE PROD",122,AX,2,Albany,PUTNAM,GARRISON GOURMET INC,,405 SPROUT BROOK RD,,GARRISON,NY,10524,,01/31/2019
2215423,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,UPSTATE FOODIE LLC,LUCKY DRAGON,38 W MARKET ST,,RHINEBECK,NY,12572,904087,01/31/2019
2215427,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ORANGE,MOHSEN A A HUDYIH,MIKE'S CONVENIENCE STORE,205 SOUTH ST,,NEWBURGH,NY,12550,,01/31/2019
2215433,TAVERN WINE,344,TW,2,Albany,SARATOGA,COTTERPIN CRAFTS LLC,ARTS & GLASS,19 CLIFTON COUNTRY RD,SUITE 12,CLIFTON PARK,NY,12065,910856,02/01/2019
2215436,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,ANDREUCCI'S WINERY LLC,VINO ANDREUCCI WINEROOM,401 E MAIN ST,,FREDERICKSBURG,TX,78624,910737,02/01/2019
2215437,"GROCERY BEER, WINE PROD",122,AX,2,Albany,PUTNAM,BREWSTER SNACK SHOP INC,,978 RTE 22,,BREWSTER,NY,10509,,02/01/2019
2215441,RESTAURANT WINE,341,RW,2,Albany,ONONDAGA,VIETNAMESE NOODLE HOUSE INC,,3801 MILTON AVE,,CAMILLUS,NY,13031,,02/01/2019
2215442,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,CARNEROS WINE COMPANY INC,,1134 DEALY LN,,NAPA,CA,94559,,02/01/2019
2215443,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,BALE'S CREEK LLC,BALE'S CREEK WINERY,620 TRANCAS ST,,NAPA,CA,94558,910877,02/01/2019
2215444,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,BALE'S CREEK LLC,BALE'S CREEK WINERY,620 TRANCAS ST,,NAPA,CA,94558,,02/01/2019
2215445,ON-PREMISES LIQUOR,252,OP,2,Albany,GREENE,KITCHEN COLLECTIVE LLC,LOWER LANDING,5 7 MANSION ST,,COXSACKIE,NY,12051,904080,02/01/2019
2215446,SUMMER O.P. FOOD & BEV,548,SL,2,Albany,SULLIVAN,SBC AT LOCHMOR LLC,,586 LOCH SHELDRAKE RD,,LOCH SHELDRAKE,NY,12759,898491,02/01/2019
2215447,ON-PREMISES LIQUOR,252,OP,2,Albany,SCHENECTADY,213 FRONT STREET TAVERN LLC,UNCLE BEN'S TAVERN,213 FRONT ST,,SCHENECTADY          ,NY,12305,,02/01/2019
2215449,HOTEL LIQUOR,242,HL,2,Albany,HAMILTON,NCHS OF HAMILTON COUNTY LLC,THE INN AT SPECULATOR,2828 NY 8,,SPECULATOR,NY,12164,,02/01/2019
2215451,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,APEX ENTERTAINMENT DM SYRACUSE LLC,APEX ENTERTAINMENT,306 HIAWATHA BLVD W,SPACE H-302,SYRACUSE             ,NY,13204,,02/01/2019
2215452,ON-PREMISES LIQUOR,252,OP,2,Albany,HERKIMER,395 CANAL PLACE LLC,CANAL SIDE INN,395 397 CANAL PL,,LITTLE FALLS,NY,13365,,02/01/2019
2215455,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,BIA HOSPITALITY LLC,BIA,22 GARDEN ST,,RHINEBECK,NY,12572,,02/01/2019
2215456,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,HUDSON TACO INC,,27 S WATER ST,,NEWBURGH,NY,12550,,02/04/2019
2215459,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ORANGE,PK BUSINESS INC,FOOD MART,1069 LITTLE BRITAIN RD,,NEW WINDSOR,NY,12553,,02/04/2019
2215460,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ORANGE,LITTLE EZ GROCERIES INC,,132 WICKHAM AVE,,MIDDLETOWN,NY,10940,,02/04/2019
2215497,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ESSEX,7 DAY DELI INC,,66 MONTCALM ST,,TICONDEROGA,NY,12883,,02/05/2019
2215500,ON-PREMISES LIQUOR,252,OP,2,Albany,SULLIVAN,WSSI ENTERPRISES LLC,WHITE SULPHUR SPRINGS INN,3334 RTE 52,,WHITE SULPHUR SPRINGS,NY,12787,,02/05/2019
2215503,TAVERN WINE,344,TW,2,Albany,ONONDAGA,TOASTY LIFE LLC,TOASTED,712 E FAYETTE ST,,SYRACUSE             ,NY,13210,,02/05/2019
2215505,ON-PREMISES LIQUOR,252,OP,2,Albany,SARATOGA,JET ENTERPRISES DH1 LLC,DOGHAUS,7 SOUTHSIDE DR,,CLIFTON PARK,NY,12866,,02/05/2019
2215507,ON-PREMISES LIQUOR,252,OP,2,Albany,PUTNAM,376 ROUTE 6 CORP,MOJITOS MEXICAN BAR & GRILL,376 RTE 6,,MAHOPAC,NY,10541,,02/05/2019
2215510,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,DOUBLEBACK LLC,,3853 POWERLINE RD,,WALLA WALLA,WA,99362,910751,02/05/2019
2215511,ON-PREMISES LIQUOR,252,OP,2,Albany,ULSTER,TONY'S ITALIAN RESTAURANT LLC,,1191 RTE 9W,UNIT A1,MARLBORO,NY,12542,904051,02/05/2019
2215513,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,BROTHERS PIZZA OF CHESTER LLC,BROTHER BRUNO'S PIZZA,78 BROOKSIDE AVE ,,CHESTER,NY,10918,,02/05/2019
2215516,ON-PREMISES LIQUOR,252,OP,2,Albany,ROCKLAND,UPLOUNGENY LLC,UPLOUNGE,91 MAIN ST,,NYACK,NY,10960,,02/05/2019
2215517,ON-PREMISES LIQUOR,252,OP,2,Albany,DELAWARE,SHEPHARD HILLS EVENTS LLC,CHAPPIE'S,53535 STATE HWY 30,,ROXBURY,NY,12474,,02/06/2019
2215519,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,"9G FIREHOUSE LLC, THE ",,815 VIOLET AVE ,,HYDE PARK,NY,12538,898457,02/06/2019
2215521,"GROCERY BEER, WINE PROD",122,AX,2,Albany,ORANGE,ROUTE 17M QUICK STOP INC,ROUTE 17M QUICK STOP ,5064 RTE 17M,,NEW HAMPTON,NY,10958,,02/06/2019
2215522,ON-PREMISES LIQUOR,252,OP,2,Albany,ALBANY,LOS CHARROS ALB II INC,EL CHARRO GRILL,1652 WESTERN AVE,T/O GUILDERLAND,ALBANY,NY,12203,,02/06/2019
2215525,ON-PREMISES LIQUOR,252,OP,2,Albany,ONEIDA,KRISTEN M LAUFER,LAUFER'S PUB,157 WHITESBORO ST,,YORKVILLE,NY,13495,,02/06/2019
2215543,ON-PREMISES LIQUOR,252,OP,2,Albany,CORTLAND,F I R M INC,MANGIA,1071 RTE 13,,CORTLAND,NY,13045,,02/07/2019
2215544,SUMMER TAVERN WINE,348,TS,2,Albany,JEFFERSON,EVANS MILLS RACEWAY PARK LLC,,28412 STEINHILBER RD,,EVANS MILLS,NY,13637,915538,02/07/2019
2215545,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,BAYERNMOOR CELLARS LLC,,125 316TH ST NE,,STANWOOD,WA,98292,910753,02/07/2019
2215548,FARM BREWER,106,FD,2,Albany,SARATOGA,GOOD VS EVIL BREWING LLC,UNIFIED BEERWORKS,7 STONEBREAK RD,STE 4,MALTA,NY,12020,,02/07/2019
2215549,COMBINED CRAFT MANUFACTURER,110,CM,2,Albany,SARATOGA,GOOD VS EVIL BREWING LLC,UNIFIED BEERWORKS,7 STONEBREAK RD,STE 4,MALTA,NY,12020,,02/07/2019
2215551,TAVERN WINE,344,TW,2,Albany,WASHINGTON,HUDSON RIVER BREWHOUSE LLC,,171 MAIN ST,,HUDSON FALLS,NY,12839,,02/08/2019
2215552,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,110 GRILL DU SYRACUSE LLC,110 GRILL,1 DESTINY USA DRIVE,UNIT FC15,SYRACUSE             ,NY,13290,,02/08/2019
2215554,RESTAURANT WINE,341,RW,2,Albany,DUTCHESS,LA BELLA NAPOLI INC,GREENHAVEN ITALIAN BISTRO,3 GREENHAVEN RD,,POUGHQUAG,NY,12570,,02/08/2019
2215555,ON-PREMISES LIQUOR,252,OP,2,Albany,PUTNAM,KOBU BISTRO LLC,KOBU BISTRO ,903 S LAKE BLVD,,MAHOPAC,NY,10541,,02/08/2019
2215556,ON-PREMISES LIQUOR,252,OP,2,Albany,ROCKLAND,CARIBE ON THE HUDSON LLC,,2 4 MAIN ST,,HAVERSTRAW,NY,10927,,02/08/2019
2215558,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,GEOPARTNERS LLC,,1251 W LAUREL AVE,UNIT 22-26,LOMPOC,CA,93436,910752,02/08/2019
2215559,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,PFEIFFER WINERY LLC,,25040 JAEG RD,,JUNCTION CITY,OR,97448,910756,02/08/2019
2215582,SUMMER TAVERN WINE,348,TS,2,Albany,JEFFERSON,S&V BASEBALL MANAGEMENT LLC,WATERTOWN RAPIDS,970 COFFEEN ST,,WATERTOWN,NY,13601,915611,02/13/2019
2215585,ON-PREMISES LIQUOR,252,OP,2,Albany,FRANKLIN,BEEBE HOSPITALITY LLC,THE PINES,135 BARE HILL RD,,MALONE,NY,12953,,02/13/2019
2215590,ON-PREMISES LIQUOR,252,OP,2,Albany,SCHENECTADY,PINHEAD SHANNON'S INC,PINHEAD SHANNON'S ,38 40 N BROADWAY,,SCHENECTADY          ,NY,12305,,02/13/2019
2215600,ON-PREMISES LIQUOR,252,OP,2,Albany,ROCKLAND,"AVENTURA BUFFET LLC, THE ",PEPPER CRUST,253 RTE 59,,AIRMONT,NY,10901,,02/13/2019
2215601,SUMMER O.P. FOOD & BEV,548,SL,2,Albany,GREENE,MAIN STREET STATION AT MIKE'S POINT INC,,2 MAIN ST,"STE 3,4",CATSKILL,NY,12414,,02/13/2019
2215602,ON-PREMISES LIQUOR,252,OP,2,Albany,SULLIVAN,FSH PICCOLO RESTAURANT LLC,,2071 RTE 52,,LIBERTY,NY,12754,,02/14/2019
2215603,GROCERY STORE BEER,122,A,2,Albany,PUTNAM,ROUTE 22 CONVENIENCE STORE INC,,876 RTE 22,,BREWSTER,NY,10509,,02/14/2019
2215606,LIQUOR STORE,222,L,2,Albany,ULSTER,BOICEVILLE WINE & LIQUOR INC,,4101 RTE 28,,BOICEVILLE,NY,12412,910887,02/14/2019
2215607,ON-PREMISES LIQUOR,252,OP,2,Albany,SARATOGA,"FULL COURSE LLC, THE ",THE FULL COURSE ,333 ALPINE MEADOWS RD,,PORTER CORNERS,NY,12859,,02/14/2019
2215608,ON-PREMISES LIQUOR,252,OP,2,Albany,MONTGOMERY,CITY OF AMSTERDAM,AMSTERDAM MUNICIPAL GOLF COURSE,158 UPPER VAN DYKE AVE,,AMSTERDAM,NY,12010,,02/14/2019
2215630,ON-PREMISES LIQUOR,252,OP,2,Albany,OSWEGO,LOCK 1 DISTILLING COMPANY LLC,,17 CULVERT ST,,PHOENIX,NY,13135,,02/14/2019
2215631,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,CURRY ESTATE LLC,LE CHAMBORD,2737 RTE 52,,HOPEWELL JUNCTION,NY,12533,,02/14/2019
2215636,ON-PREMISES LIQUOR,252,OP,2,Albany,RENSSELAER,SCOREBOARD 518 LLC,SCOREBOARD,29 124TH ST,,TROY,NY,12182,,02/14/2019
2215638,ON-PREMISES LIQUOR,252,OP,2,Albany,BROOME,TGI FRIDAYS INC,TGI FRIDAY'S,2445 VESTAL PKW E,,VESTAL,NY,13850,,02/15/2019
2215640,"GROCERY BEER, WINE PROD",122,AX,2,Albany,CHENANGO,JD GRANARY LLC,,4 RAILROAD ST,,SMYRNA,NY,13464,,02/15/2019
2215642,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,LIEHS & STEIGERWALD INC,LIEHS & STEIGERWALD DOWNTOWN,117 E FAYETTE ST,,SYRACUSE             ,NY,13202,,02/15/2019
2215643,ON-PREMISES LIQUOR,252,OP,2,Albany,ALBANY,ISTANBUL DELIGHTS LLC,MERCATOS PIZZERIA RESTAURANT,288 LARK ST,,ALBANY               ,NY,12210,,03/26/2019
2215648,ON-PREMISES LIQUOR,252,OP,2,Albany,SARATOGA,TGI FRIDAYS INC,TGI FRIDAY'S,1 SOUTHSIDE DR,,CLIFTON PARK,NY,12065,,02/15/2019
2215650,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,TGI FRIDAYS INC,TGI FRIDAY'S,1251 RTE 300,,NEWBURGH,NY,12550,,02/15/2019
2215652,ON-PREMISES LIQUOR,252,OP,2,Albany,ALBANY,TGI FRIDAYS INC,TGI FRIDAY'S,1475 WESTERN AVE,,GUILDERLAND,NY,12203,,02/15/2019
2215654,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,TGI FRIDAYS INC,TGI FRIDAY'S,5 CENTRE DR,,CENTRAL VALLEY,NY,10917,,02/15/2019
2215656,ON-PREMISES LIQUOR,252,OP,2,Albany,ONONDAGA,TGI FRIDAYS INC,TGI FRIDAY'S,306 HIAWATHA BLVD W,,SYRACUSE             ,NY,13204,,02/19/2019
2215658,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,TGI FRIDAYS INC,TGI FRIDAY'S,2594 SOUTH RD,,POUGHKEEPSIE,NY,12601,,02/19/2019
2215660,ON-PREMISES LIQUOR,252,OP,2,Albany,SARATOGA,TGI FRIDAYS INC,TGI FRIDAY'S,3060 RTE 50,,SARATOGA SPRINGS,NY,12866,,02/19/2019
2215662,ON-PREMISES LIQUOR,252,OP,2,Albany,ORANGE,TGI FRIDAYS INC,TGI FRIDAY'S,23 CRYSTAL RUN CROSSING,,MIDDLETOWN,NY,10941,,02/19/2019
2215664,DIRECT WINE SHIPMENT,308,WS,2,Albany,ALBANY,TURN KEY WINE BRANDS LLC,,2705 2717 AVIATION WAY,,SANTA MARIA,CA,93455,910781,02/19/2019
2215665,ON-PREMISES LIQUOR,252,OP,2,Albany,DUTCHESS,POUGHKEEPSIE LODGE OF ELKS INC,B P O E #275,29 OVERROCKER ROAD,,POUGHKEEPSIE,NY,12603,,02/19/2019
